# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 22 22:24:17 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_rah:         RA [hrs]
#
rowid	pl_hostname	pl_letter	pl_discmethod	pl_pnum	ra_str	ra	dec_str	dec	st_rah
490	HD 33283	b	Radial Velocity	1	05h08m01.01s	77.004219	-26d47m50.9s	-26.797472	5.13361460
491	HD 33564	b	Radial Velocity	1	05h22m33.53s	80.639717	+79d13m52.1s	79.231148	5.37598114
492	HD 33844	b	Radial Velocity	2	05h12m36.10s	78.150421	-14d57m04.0s	-14.951111	5.21002808
493	HD 33844	c	Radial Velocity	2	05h12m36.10s	78.150421	-14d57m04.0s	-14.951111	5.21002808
494	HD 34445	b	Radial Velocity	1	05h17m40.98s	79.420746	+07d21m12.0s	7.353343	5.29471639
495	HD 35759	b	Radial Velocity	1	05h31m33.35s	82.888962	+64d19m07.6s	64.318779	5.52593079
496	HD 3651	b	Radial Velocity	1	00h39m21.81s	9.840858	+21d15m01.7s	21.250473	0.65605723
497	HD 37124	b	Radial Velocity	3	05h37m02.49s	84.260361	+20d43m50.8s	20.730787	5.61735738
498	HD 37124	c	Radial Velocity	3	05h37m02.49s	84.260361	+20d43m50.8s	20.730787	5.61735738
499	HD 37124	d	Radial Velocity	3	05h37m02.49s	84.260361	+20d43m50.8s	20.730787	5.61735738
500	HD 37605	b	Radial Velocity	2	05h40m01.73s	85.007210	+06d03m38.1s	6.060579	5.66714732
501	HD 37605	c	Radial Velocity	2	05h40m01.73s	85.007210	+06d03m38.1s	6.060579	5.66714732
502	HD 38283	b	Radial Velocity	1	05h37m02.02s	84.258408	-73d41m57.6s	-73.699341	5.61722717
503	HD 38529	b	Radial Velocity	2	05h46m34.91s	86.645470	+01d10m05.5s	1.168193	5.77636464
504	HD 38529	c	Radial Velocity	2	05h46m34.91s	86.645470	+01d10m05.5s	1.168193	5.77636464
505	HD 38801	b	Radial Velocity	1	05h47m59.18s	86.996567	-08d19m39.7s	-8.327700	5.79977112
506	HD 39091	b	Radial Velocity	1	05h37m09.89s	84.291214	-80d28m08.8s	-80.469124	5.61941427
507	HD 40307	b	Radial Velocity	5	05h54m04.24s	88.517670	-60d01m24.5s	-60.023472	5.90117798
508	HD 40307	c	Radial Velocity	5	05h54m04.24s	88.517670	-60d01m24.5s	-60.023472	5.90117798
509	HD 40307	d	Radial Velocity	5	05h54m04.24s	88.517670	-60d01m24.5s	-60.023472	5.90117798
510	HD 40307	f	Radial Velocity	5	05h54m04.24s	88.517670	-60d01m24.5s	-60.023472	5.90117798
511	HD 40307	g	Radial Velocity	5	05h54m04.24s	88.517670	-60d01m24.5s	-60.023472	5.90117798
512	HD 40979	b	Radial Velocity	1	06h04m29.94s	91.124763	+44d15m37.6s	44.260445	6.07498423
513	HD 41004 A	b	Radial Velocity	1	05h59m49.65s	89.956871	-48d14m22.9s	-48.239693	5.99712474
514	HD 41004 B	b	Radial Velocity	1	05h59m49.65s	89.956886	-48d14m23.4s	-48.239841	5.99712575
515	HD 4113	b	Radial Velocity	1	00h43m12.60s	10.802486	-37d58m57.5s	-37.982632	0.72016576
516	HD 4203	b	Radial Velocity	2	00h44m41.20s	11.171676	+20d26m56.1s	20.448927	0.74477838
517	HD 4203	c	Radial Velocity	2	00h44m41.20s	11.171676	+20d26m56.1s	20.448927	0.74477838
518	HD 4208	b	Radial Velocity	1	00h44m26.65s	11.111043	-26d30m56.4s	-26.515680	0.74073620
519	HD 4308	b	Radial Velocity	1	00h44m39.27s	11.163615	-65d38m58.3s	-65.649521	0.74424102
520	HD 4313	b	Radial Velocity	1	00h45m40.36s	11.418160	+07d50m42.1s	7.845021	0.76121070
521	HD 43197	b	Radial Velocity	1	06h13m35.66s	93.398590	-29d53m50.2s	-29.897270	6.22657267
522	HD 43691	b	Radial Velocity	1	06h19m34.68s	94.894485	+41d05m32.3s	41.092304	6.32629903
523	HD 44219	b	Radial Velocity	1	06h20m14.32s	95.059677	-10d43m30.0s	-10.725009	6.33731181
524	HD 45350	b	Radial Velocity	1	06h28m45.71s	97.190460	+38d57m46.7s	38.962963	6.47936401
525	HD 45364	b	Radial Velocity	2	06h25m38.48s	96.410316	-31d28m51.4s	-31.480953	6.42735443
526	HD 45364	c	Radial Velocity	2	06h25m38.48s	96.410316	-31d28m51.4s	-31.480953	6.42735443
527	HD 45652	b	Radial Velocity	1	06h29m13.19s	97.304962	+10d56m02.0s	10.933891	6.48699748
528	HD 46375	b	Radial Velocity	1	06h33m12.62s	98.302597	+05d27m46.5s	5.462925	6.55350647
529	HD 47186	b	Radial Velocity	2	06h36m08.79s	99.036613	-27d37m20.3s	-27.622297	6.60244090
530	HD 47186	c	Radial Velocity	2	06h36m08.79s	99.036613	-27d37m20.3s	-27.622297	6.60244090
531	HD 4732	b	Radial Velocity	2	00h49m13.95s	12.308117	-24d08m12.0s	-24.136671	0.82054113
532	HD 4732	c	Radial Velocity	2	00h49m13.95s	12.308117	-24d08m12.0s	-24.136671	0.82054113
533	HD 47536	b	Radial Velocity	1	06h37m47.62s	99.448410	-32d20m23.0s	-32.339733	6.62989400
534	HD 48265	b	Radial Velocity	1	06h40m01.73s	100.007195	-48d32m31.0s	-48.541954	6.66714630
535	HD 49674	b	Radial Velocity	1	06h51m30.52s	102.877151	+40d52m03.9s	40.867756	6.85847677
536	HD 50499	b	Radial Velocity	1	06h52m02.03s	103.008438	-33d54m56.0s	-33.915562	6.86722921
537	HD 50554	b	Radial Velocity	1	06h54m42.82s	103.678436	+24d14m44.0s	24.245558	6.91189575
538	HD 52265	b	Radial Velocity	1	07h00m18.04s	105.075150	-05d22m01.8s	-5.367162	7.00500997
539	HD 5319	b	Radial Velocity	2	00h55m01.40s	13.755836	+00d47m22.4s	0.789553	0.91705570
540	HD 5319	c	Radial Velocity	2	00h55m01.40s	13.755836	+00d47m22.4s	0.789553	0.91705570
541	HD 5583	b	Radial Velocity	1	00h57m56.70s	14.486255	+34d59m08.0s	34.985561	0.96575033
542	HD 5608	b	Radial Velocity	1	00h58m14.22s	14.559246	+33d57m03.2s	33.950886	0.97061640
543	HD 564	b	Radial Velocity	1	00h09m52.82s	2.470091	-50d16m04.2s	-50.267822	0.16467274
544	HD 5891	b	Radial Velocity	1	01h00m33.19s	15.138300	+20d17m32.9s	20.292484	1.00922000
545	HD 60532	b	Radial Velocity	2	07h34m03.18s	113.513252	-22d17m45.8s	-22.296066	7.56755015
546	HD 60532	c	Radial Velocity	2	07h34m03.18s	113.513252	-22d17m45.8s	-22.296066	7.56755015
547	HD 62509	b	Radial Velocity	1	07h45m18.95s	116.328957	+28d01m34.3s	28.026199	7.75526377
548	HD 63454	b	Radial Velocity	1	07h39m21.85s	114.841049	-78d16m44.3s	-78.278969	7.65606995
549	HD 63765	b	Radial Velocity	1	07h47m49.72s	116.957161	-54d15m50.9s	-54.264145	7.79714406
550	HD 6434	b	Radial Velocity	1	01h04m40.15s	16.167295	-39d29m17.6s	-39.488216	1.07781970
551	HD 65216	b	Radial Velocity	2	07h53m41.32s	118.422173	-63d38m50.4s	-63.647324	7.89481150
552	HD 65216	c	Radial Velocity	2	07h53m41.32s	118.422173	-63d38m50.4s	-63.647324	7.89481150
553	HD 66141	b	Radial Velocity	1	08h02m15.94s	120.566406	+02d20m04.5s	2.334571	8.03776042
554	HD 66428	b	Radial Velocity	1	08h03m28.67s	120.869438	-01d09m45.8s	-1.162709	8.05796254
555	HD 67087	b	Radial Velocity	2	08h07m39.76s	121.915649	+31d33m04.7s	31.551319	8.12770996
556	HD 67087	c	Radial Velocity	2	08h07m39.76s	121.915649	+31d33m04.7s	31.551319	8.12770996
557	HD 6718	b	Radial Velocity	1	01h07m48.66s	16.952761	-08d14m01.3s	-8.233706	1.13018405
558	HD 68988	b	Radial Velocity	1	08h18m22.17s	124.592384	+61d27m38.6s	61.460724	8.30615896
559	HD 69830	b	Radial Velocity	3	08h18m23.95s	124.599777	-12d37m55.8s	-12.632174	8.30665181
560	HD 69830	c	Radial Velocity	3	08h18m23.95s	124.599777	-12d37m55.8s	-12.632174	8.30665181
561	HD 69830	d	Radial Velocity	3	08h18m23.95s	124.599777	-12d37m55.8s	-12.632174	8.30665181
562	HD 70573	b	Radial Velocity	1	08h22m49.95s	125.708135	+01d51m33.6s	1.859323	8.38054236
563	HD 70642	b	Radial Velocity	1	08h21m28.14s	125.367233	-39d42m19.5s	-39.705410	8.35781555
564	HD 7199	b	Radial Velocity	1	01h10m47.22s	17.696762	-66d11m17.4s	-66.188164	1.17978414
565	HD 72659	b	Radial Velocity	1	08h34m03.19s	128.513290	-01d34m05.6s	-1.568217	8.56755269
566	HD 73256	b	Radial Velocity	1	08h36m23.02s	129.095901	-30d02m15.5s	-30.037626	8.60639343
567	HD 73267	b	Radial Velocity	1	08h36m17.78s	129.074066	-34d27m35.9s	-34.459980	8.60493774
568	HD 73526	b	Radial Velocity	2	08h37m16.48s	129.318680	-41d19m08.8s	-41.319103	8.62124532
569	HD 73526	c	Radial Velocity	2	08h37m16.48s	129.318680	-41d19m08.8s	-41.319103	8.62124532
570	HD 73534	b	Radial Velocity	1	08h39m15.80s	129.815842	+12d57m37.4s	12.960376	8.65438944
571	HD 74156	b	Radial Velocity	2	08h42m25.12s	130.604675	+04d34m41.2s	4.578097	8.70697835
572	HD 74156	c	Radial Velocity	2	08h42m25.12s	130.604675	+04d34m41.2s	4.578097	8.70697835
573	HD 7449	b	Radial Velocity	1	01h14m29.32s	18.622173	-05d02m50.6s	-5.047387	1.24147822
574	HD 75289	b	Radial Velocity	1	08h47m40.39s	131.918289	-41d44m12.5s	-41.736794	8.79455261
575	HD 75784	b	Radial Velocity	1	08h52m23.94s	133.099747	+13d14m00.4s	13.233433	8.87331645
576	HD 75898	b	Radial Velocity	1	08h53m50.80s	133.461685	+33d03m24.5s	33.056812	8.89744568
577	HD 76700	b	Radial Velocity	1	08h53m55.51s	133.481308	-66d48m03.6s	-66.800995	8.89875387
578	HD 77338	b	Radial Velocity	1	09h01m12.50s	135.302063	-25d31m37.4s	-25.527061	9.02013753
579	HD 7924	b	Radial Velocity	3	01h21m59.12s	20.496313	+76d42m37.0s	76.710281	1.36642087
580	HD 7924	c	Radial Velocity	3	01h21m59.12s	20.496313	+76d42m37.0s	76.710281	1.36642087
581	HD 7924	d	Radial Velocity	3	01h21m59.12s	20.496313	+76d42m37.0s	76.710281	1.36642087
582	HD 79498	b	Radial Velocity	1	09h15m09.40s	138.789169	+23d22m32.0s	23.375549	9.25261129
583	HD 80606	b	Radial Velocity	1	09h22m37.57s	140.656540	+50d36m13.4s	50.603722	9.37710266
584	HD 81040	b	Radial Velocity	1	09h23m47.09s	140.946198	+20d21m52.0s	20.364454	9.39641317
585	HD 81688	b	Radial Velocity	1	09h28m39.99s	142.166626	+45d36m05.3s	45.601482	9.47777507
586	HD 82886	b	Radial Velocity	1	09h35m45.18s	143.938263	+34d46m50.7s	34.780743	9.59588420
587	HD 82943	b	Radial Velocity	2	09h34m50.73s	143.711395	-12d07m46.4s	-12.129546	9.58075968
588	HD 82943	c	Radial Velocity	2	09h34m50.73s	143.711395	-12d07m46.4s	-12.129546	9.58075968
589	HD 83443	b	Radial Velocity	1	09h37m11.83s	144.299286	-43d16m19.9s	-43.272205	9.61995239
590	HD 8535	b	Radial Velocity	1	01h23m37.24s	20.905149	-41d16m11.3s	-41.269802	1.39367663
591	HD 85390	b	Radial Velocity	1	09h50m02.50s	147.510406	-49d47m25.0s	-49.790268	9.83402710
592	HD 85512	b	Radial Velocity	1	09h51m07.05s	147.779388	-43d30m10.0s	-43.502789	9.85195923
593	HD 8574	b	Radial Velocity	1	01h25m12.52s	21.302153	+28d34m00.1s	28.566692	1.42014351
594	HD 86081	b	Radial Velocity	1	09h56m05.92s	149.024658	-03d48m30.3s	-3.808422	9.93497721
595	HD 86226	b	Radial Velocity	1	09h56m29.85s	149.124359	-24d05m57.8s	-24.099390	9.94162394
596	HD 86264	b	Radial Velocity	1	09h56m57.84s	149.240997	-15d53m42.4s	-15.895122	9.94939982
597	HD 8673	b	Radial Velocity	1	01h26m08.78s	21.536604	+34d34m46.9s	34.579700	1.43577360
598	HD 87883	b	Radial Velocity	1	10h08m43.14s	152.179749	+34d14m32.1s	34.242260	10.14531657
599	HD 88133	b	Radial Velocity	1	10h10m07.68s	152.531982	+18d11m12.7s	18.186871	10.16879883
600	HD 89307	b	Radial Velocity	1	10h18m21.29s	154.588699	+12d37m16.0s	12.621108	10.30591329
601	HD 89744	b	Radial Velocity	1	10h22m10.56s	155.544006	+41d13m46.3s	41.229530	10.36960042
602	HD 90156	b	Radial Velocity	1	10h23m55.28s	155.980316	-29d38m43.9s	-29.645529	10.39868774
603	HD 92788	b	Radial Velocity	1	10h42m48.53s	160.702209	-02d11m01.5s	-2.183756	10.71348063
604	HD 93083	b	Radial Velocity	1	10h44m20.91s	161.087143	-33d34m37.3s	-33.577023	10.73914286
605	HD 9446	b	Radial Velocity	2	01h33m20.18s	23.334101	+29d15m54.5s	29.265148	1.55560671
606	HD 9446	c	Radial Velocity	2	01h33m20.18s	23.334101	+29d15m54.5s	29.265148	1.55560671
607	HD 95086	b	Imaging	1	10h57m03.02s	164.262589	-68d40m02.4s	-68.667343	10.95083923
608	HD 95089	b	Radial Velocity	1	10h58m47.74s	164.698898	+01d43m45.2s	1.729216	10.97992655
609	HD 95127	b	Radial Velocity	1	10h59m35.09s	164.896194	+43d48m52.1s	43.814465	10.99307963
610	HD 95872	b	Radial Velocity	1	11h03m28.11s	165.867114	-22d05m38.3s	-22.093977	11.05780760
611	HD 96063	b	Radial Velocity	1	11h04m44.45s	166.185226	-02d30m47.6s	-2.513218	11.07901510
612	HD 96127	b	Radial Velocity	1	11h05m45.95s	166.441452	+44d18m05.6s	44.301559	11.09609680
613	HD 96167	b	Radial Velocity	1	11h05m15.07s	166.312790	-10d17m28.7s	-10.291301	11.08751933
614	HD 97658	b	Radial Velocity	1	11h14m33.16s	168.638184	+25d42m37.4s	25.710384	11.24254557
615	HD 98219	b	Radial Velocity	1	11h17m47.55s	169.448135	-23d58m31.5s	-23.975414	11.29654236
616	HD 98649	b	Radial Velocity	1	11h20m51.77s	170.215698	-23d13m02.4s	-23.217342	11.34771322
617	HD 99109	b	Radial Velocity	1	11h24m17.36s	171.072327	-01d31m44.7s	-1.529076	11.40482178
618	HD 99492	b	Radial Velocity	1	11h26m46.28s	171.692825	+03d00m22.8s	3.006328	11.44618835
619	HD 99706	b	Radial Velocity	1	11h28m30.21s	172.125885	+43d57m59.7s	43.966579	11.47505900
620	HIP 105854	b	Radial Velocity	1	21h26m22.87s	321.595306	-37d49m45.9s	-37.829430	21.43968709
621	HIP 107773	b	Radial Velocity	1	21h50m00.12s	327.500519	-64d42m45.1s	-64.712540	21.83336792
622	HIP 109384	b	Radial Velocity	1	22h09m37.40s	332.405823	+71d18m51.6s	71.314331	22.16038818
623	HIP 109600	b	Radial Velocity	1	22h12m06.25s	333.026062	+29d03m56.9s	29.065811	22.20173747
624	HIP 116454	b	Transit	1	23h35m49.28s	353.955353	+00d26m43.9s	0.445516	23.59702352
625	HIP 12961	b	Radial Velocity	1	02h46m42.89s	41.678692	-23d05m11.8s	-23.086611	2.77857946
626	HIP 14810	b	Radial Velocity	3	03h11m14.23s	47.809292	+21d05m50.5s	21.097359	3.18728612
627	HIP 14810	c	Radial Velocity	3	03h11m14.23s	47.809292	+21d05m50.5s	21.097359	3.18728612
628	HIP 14810	d	Radial Velocity	3	03h11m14.23s	47.809292	+21d05m50.5s	21.097359	3.18728612
629	HIP 5158	b	Radial Velocity	2	01h06m02.05s	16.508533	-22d27m11.4s	-22.453154	1.10056890
630	HIP 5158	c	Radial Velocity	2	01h06m02.05s	16.508533	-22d27m11.4s	-22.453154	1.10056890
631	HIP 57050	b	Radial Velocity	1	11h41m44.63s	175.435974	+42d45m07.1s	42.751972	11.69573161
632	HIP 57274	b	Radial Velocity	3	11h44m40.96s	176.170685	+30d57m33.5s	30.959293	11.74471232
633	HIP 57274	c	Radial Velocity	3	11h44m40.96s	176.170685	+30d57m33.5s	30.959293	11.74471232
634	HIP 57274	d	Radial Velocity	3	11h44m40.96s	176.170685	+30d57m33.5s	30.959293	11.74471232
635	HIP 63242	b	Radial Velocity	1	12h57m31.96s	194.383163	-65d38m47.3s	-65.646461	12.95887756
636	HIP 65407	b	Radial Velocity	2	13h24m21.04s	201.087662	+48d53m06.3s	48.885094	13.40584412
637	HIP 65407	c	Radial Velocity	2	13h24m21.04s	201.087662	+48d53m06.3s	48.885094	13.40584412
638	HIP 65891	b	Radial Velocity	1	13h30m25.27s	202.605301	-58d39m51.7s	-58.664356	13.50702006
639	HIP 67851	b	Radial Velocity	2	13h53m52.06s	208.466919	-35d18m51.7s	-35.314362	13.89779460
640	HIP 67851	c	Radial Velocity	2	13h53m52.06s	208.466919	-35d18m51.7s	-35.314362	13.89779460
641	HIP 70849	b	Radial Velocity	1	14h29m18.56s	217.327347	-46d27m49.7s	-46.463818	14.48848979
642	HIP 74890	b	Radial Velocity	1	15h18m17.33s	229.572205	-41d25m14.1s	-41.420570	15.30481364
643	HIP 75458	b	Radial Velocity	1	15h24m55.77s	231.232391	+58d57m57.8s	58.966064	15.41549276
644	HIP 78530	b	Imaging	1	16h01m55.46s	240.481064	-21d58m49.4s	-21.980389	16.03207092
645	HIP 79431	b	Radial Velocity	1	16h12m41.77s	243.174057	-18d52m31.8s	-18.875504	16.21160380
646	HIP 8541	b	Radial Velocity	1	01h50m06.33s	27.526375	-54d27m53.9s	-54.464962	1.83509165
647	HIP 91258	b	Radial Velocity	1	18h36m53.15s	279.221466	+61d42m09.0s	61.702503	18.61476440
648	HIP 97233	b	Radial Velocity	1	19h45m41.27s	296.421967	-00d41m47.9s	-0.696645	19.76146444
649	HN Peg	b	Imaging	1	21h44m31.33s	326.130554	+14d46m19.0s	14.771939	21.74203695
650	HR 810	b	Radial Velocity	1	02h42m33.47s	40.639442	-50d48m01.1s	-50.800293	2.70929616
651	HR 8799	b	Imaging	4	23h07m28.72s	346.869659	+21d08m03.3s	21.134251	23.12464396
652	HR 8799	c	Imaging	4	23h07m28.72s	346.869659	+21d08m03.3s	21.134251	23.12464396
653	HR 8799	d	Imaging	4	23h07m28.72s	346.869659	+21d08m03.3s	21.134251	23.12464396
654	HR 8799	e	Imaging	4	23h07m28.72s	346.869659	+21d08m03.3s	21.134251	23.12464396
655	K2-10	b	Transit	1	11h28m29.27s	172.121957	+01d41m26.3s	1.690636	11.47479713
656	K2-11	b	Transit	1	11h16m10.08s	169.042002	+01d59m12.6s	1.986840	11.26946680
657	K2-12	b	Transit	1	11h32m46.09s	173.192036	+02d14m41.6s	2.244884	11.54613573
658	K2-13	b	Transit	1	11h20m37.33s	170.155528	+02d30m09.7s	2.502696	11.34370187
659	K2-14	b	Transit	1	11h52m13.69s	178.057026	+02d35m39.3s	2.594245	11.87046840
660	K2-15	b	Transit	1	11h52m26.59s	178.110797	+04d15m17.1s	4.254747	11.87405313
661	K2-16	b	Transit	2	11h40m23.34s	175.097258	+04d33m26.4s	4.557340	11.67315053
662	K2-16	c	Transit	2	11h40m23.34s	175.097258	+04d33m26.4s	4.557340	11.67315053
663	K2-17	b	Transit	1	11h53m19.15s	178.329775	+06d24m44.1s	6.412261	11.88865167
664	K2-18	b	Transit	1	11h30m14.51s	172.560460	+07d35m18.2s	7.588391	11.50403067
665	K2-19	b	Transit	2	11h39m50.48s	174.960319	+00d36m12.9s	0.603575	11.66402127
666	K2-19	c	Transit	2	11h39m50.48s	174.960319	+00d36m12.9s	0.603575	11.66402127
667	K2-21	b	Transit	2	22h41m12.89s	340.303689	-14d29m20.4s	-14.488987	22.68691260
668	K2-21	c	Transit	2	22h41m12.89s	340.303689	-14d29m20.4s	-14.488987	22.68691260
669	K2-22	b	Transit	1	11h17m55.88s	169.482818	+02d37m08.7s	2.619070	11.29885453
670	K2-24	b	Transit	2	16h10m17.69s	242.573719	-24d59m25.2s	-24.990331	16.17158127
671	K2-24	c	Transit	2	16h10m17.69s	242.573719	-24d59m25.2s	-24.990331	16.17158127
672	K2-25	b	Transit	1	04h13m05.62s	63.273432	+15d14m51.9s	15.247763	4.21822880
673	K2-26	b	Transit	1	06h16m49.58s	94.206580	+24d35m47.1s	24.596410	6.28043867
674	K2-27	b	Transit	1	11h26m03.64s	171.515165	+01d13m50.7s	1.230738	11.43434433
675	K2-28	b	Transit	1	22h22m29.85s	335.624384	-07d57m19.3s	-7.955366	22.37495893
676	K2-3	b	Transit	3	11h29m20.39s	172.334949	-01d27m17.2s	-1.454787	11.48899660
677	K2-3	c	Transit	3	11h29m20.39s	172.334949	-01d27m17.2s	-1.454787	11.48899660
678	K2-3	d	Transit	3	11h29m20.39s	172.334949	-01d27m17.2s	-1.454787	11.48899660
679	K2-4	b	Transit	1	11h38m58.95s	174.745640	-03d54m20.1s	-3.905585	11.64970933
680	K2-5	b	Transit	2	11h17m12.84s	169.303502	-01d52m40.7s	-1.877976	11.28690013
681	K2-5	c	Transit	2	11h17m12.84s	169.303502	-01d52m40.7s	-1.877976	11.28690013
682	K2-6	b	Transit	1	11h52m46.14s	178.192260	-01d11m54.5s	-1.198477	11.87948400
683	K2-7	b	Transit	1	11h08m22.51s	167.093771	-01d03m56.7s	-1.065755	11.13958473
684	K2-8	b	Transit	1	11h19m10.48s	169.793665	-00d17m03.8s	-0.284375	11.31957767
685	K2-9	b	Transit	1	11h45m03.47s	176.264468	+00d00m19.1s	0.005301	11.75096453
686	KELT-1	b	Transit	1	00h01m26.91s	0.362142	+39d23m01.7s	39.383808	0.02414280
687	KELT-14	b	Transit	1	07h13m12.36s	108.301485	-42d24m35.1s	-42.409744	7.22009900
688	KELT-15	b	Transit	1	07h49m39.61s	117.415037	-52d07m13.6s	-52.120453	7.82766913
689	KELT-2 A	b	Transit	1	06h10m39.35s	92.663948	+30d57m25.7s	30.957144	6.17759654
690	KELT-3	b	Transit	1	09h54m34.40s	148.643324	+40d23m17.0s	40.388069	9.90955493
691	KELT-4 A	b	Transit	1	10h28m15.01s	157.062546	+25d34m23.5s	25.573189	10.47083639
692	KELT-6	b	Transit	2	13h03m55.65s	195.981868	+30d38m24.2s	30.640051	13.06545787
693	KELT-6	c	Radial Velocity	2	13h03m55.65s	195.981868	+30d38m24.2s	30.640051	13.06545787
694	KELT-7	b	Transit	1	05h13m10.93s	78.295532	+33d19m05.4s	33.318165	5.21970215
695	KELT-8	b	Transit	1	18h53m13.32s	283.305510	+24d07m38.6s	24.127380	18.88703400
696	KIC 10001893	b	Orbital Brightness Modulation	3	19h09m33.41s	287.389188	+46d59m04.2s	46.984489	19.15927920
697	KIC 10001893	c	Orbital Brightness Modulation	3	19h09m33.41s	287.389188	+46d59m04.2s	46.984489	19.15927920
698	KIC 10001893	d	Orbital Brightness Modulation	3	19h09m33.41s	287.389188	+46d59m04.2s	46.984489	19.15927920
699	KIC 10525077	b	Transit	1	19h09m30.74s	287.378077	+47d46m16.3s	47.771187	19.15853847
700	KIC 3558849	b	Transit	1	19h39m47.96s	294.949847	+38d36m18.7s	38.605197	19.66332310
701	KIC 5437945	b	Transit	1	19h13m53.97s	288.474857	+40d39m04.9s	40.651357	19.23165711
702	KIC 5951458	b	Transit	1	19h15m57.98s	288.991582	+41d13m22.9s	41.223038	19.26610549
703	KIC 8540376	b	Transit	2	18h49m30.61s	282.377530	+44d41m40.5s	44.694592	18.82516867
704	KIC 8540376	c	Transit	2	18h49m30.61s	282.377530	+44d41m40.5s	44.694592	18.82516867
705	KIC 9663113	b	Transit	1	19h48m10.90s	297.045421	+46d19m43.3s	46.328701	19.80302807
706	KOI-12	b	Transit	1	19h49m48.90s	297.453731	+41d00m39.6s	41.010991	19.83024874
707	KOI-13	b	Transit	1	19h07m53.09s	286.971199	+46d52m06.1s	46.868362	19.13141327
708	KOI-142	b	Transit	2	19h24m35.54s	291.148088	+40d40m09.9s	40.669407	19.40987254
709	KOI-142	c	Transit Timing Variations	2	19h24m35.54s	291.148088	+40d40m09.9s	40.669407	19.40987254
710	KOI-217	b	Transit	1	19h39m27.72s	294.865505	+46d17m09.1s	46.285854	19.65770033
711	KOI-351	b	Transit	7	18h57m44.04s	284.433492	+49d18m18.6s	49.305161	18.96223280
712	KOI-351	c	Transit	7	18h57m44.04s	284.433492	+49d18m18.6s	49.305161	18.96223280
713	KOI-351	d	Transit	7	18h57m44.04s	284.433492	+49d18m18.6s	49.305161	18.96223280
714	KOI-351	e	Transit	7	18h57m44.04s	284.433492	+49d18m18.6s	49.305161	18.96223280
715	KOI-351	f	Transit	7	18h57m44.04s	284.433492	+49d18m18.6s	49.305161	18.96223280
716	KOI-351	g	Transit	7	18h57m44.04s	284.433492	+49d18m18.6s	49.305161	18.96223280
717	KOI-351	h	Transit	7	18h57m44.04s	284.433492	+49d18m18.6s	49.305161	18.96223280
718	KOI-55	b	Orbital Brightness Modulation	2	19h45m25.47s	296.356105	+41d05m33.9s	41.092755	19.75707368
719	KOI-55	c	Orbital Brightness Modulation	2	19h45m25.47s	296.356105	+41d05m33.9s	41.092755	19.75707368
720	KOI-94	b	Transit	4	19h49m19.93s	297.333057	+41d53m28.0s	41.891117	19.82220382
721	KOI-94	c	Transit	4	19h49m19.93s	297.333057	+41d53m28.0s	41.891117	19.82220382
722	KOI-94	d	Transit	4	19h49m19.93s	297.333057	+41d53m28.0s	41.891117	19.82220382
723	KOI-94	e	Transit	4	19h49m19.93s	297.333057	+41d53m28.0s	41.891117	19.82220382
724	Kapteyn	c	Radial Velocity	1	05h11m40.58s	77.919090	-45d01m06.3s	-45.018414	5.19460602
725	Kepler-10	b	Transit	2	19h02m43.05s	285.679394	+50d14m28.7s	50.241299	19.04529293
726	Kepler-10	c	Transit	2	19h02m43.05s	285.679394	+50d14m28.7s	50.241299	19.04529293
727	Kepler-100	b	Transit	3	19h25m32.63s	291.385979	+41d59m25.0s	41.990273	19.42573193
728	Kepler-100	c	Transit	3	19h25m32.63s	291.385979	+41d59m25.0s	41.990273	19.42573193
729	Kepler-100	d	Transit	3	19h25m32.63s	291.385979	+41d59m25.0s	41.990273	19.42573193
730	Kepler-101	b	Transit	2	18h53m01.32s	283.255489	+48d21m18.8s	48.355228	18.88369927
731	Kepler-101	c	Transit	2	18h53m01.32s	283.255489	+48d21m18.8s	48.355228	18.88369927
732	Kepler-102	b	Transit	5	18h45m55.86s	281.482749	+47d12m28.9s	47.208031	18.76551660
733	Kepler-102	c	Transit	5	18h45m55.86s	281.482749	+47d12m28.9s	47.208031	18.76551660
734	Kepler-102	d	Transit	5	18h45m55.86s	281.482749	+47d12m28.9s	47.208031	18.76551660
735	Kepler-102	e	Transit	5	18h45m55.86s	281.482749	+47d12m28.9s	47.208031	18.76551660
736	Kepler-102	f	Transit	5	18h45m55.86s	281.482749	+47d12m28.9s	47.208031	18.76551660
737	Kepler-103	b	Transit	2	19h15m56.29s	288.984555	+40d03m52.3s	40.064521	19.26563703
738	Kepler-103	c	Transit	2	19h15m56.29s	288.984555	+40d03m52.3s	40.064521	19.26563703
739	Kepler-104	b	Transit	3	19h10m25.11s	287.604612	+42d10m00.4s	42.166779	19.17364080
740	Kepler-104	c	Transit	3	19h10m25.11s	287.604612	+42d10m00.4s	42.166779	19.17364080
